date.added.to.catalog	pubmedid	first.author	date	journal	link	study	disease.trait	initial.sample.size	replication.sample.size	region	chr.id	chr.pos	reported.genes	mapped.gene	upstream.gene.id	downstream.gene.id	snp.gene.ids	upstream.gene.distance	downstream.gene.distance	strongest.snp.risk.allele	snps	merged	snp.id.current	context	intergenic	risk.allele.frequency	pvalue	pvalue.mlog	p.value.text	OR.or.beta	95%.ci.text	platform.snp.passing.qc
7/8/2015	25086665	Wolpin BM	8/3/2014	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25086665	Genome-wide association study identifies multiple susceptibility loci for pancreatic cancer.	Pancreatic cancer	"1,582 European ancestry cases, 5,203 European ancestry controls"	"6,101 European ancestry cases, 9,194 European ancestry controls"	5p15.33	5	1344343	CLPTM1L	CLPTM1L			81037			rs31490-?	rs31490		31490	splice_region_variant	0	NR	2.00E-11	10.69897		1.2	[1.14-1.27]	Illumina [608202]
2/13/2013	23180869	Wu C	11/24/2012	Gut	www.ncbi.nlm.nih.gov/pubmed/23180869	Genome-wide association study of survival in patients with pancreatic adenocarcinoma.	Pancreatic cancer	642 European ancestry cases	363 Chinese ancestry cases	11p15.4	11	9951515	SBF2	SBF2			81846			rs10500715-T	rs10500715		10500715	intron_variant	0	0.63	2.00E-07	6.698970004		1.32	[1.19-1.47]	Illumina [2731086] (imputed)
2/13/2013	23180869	Wu C	11/24/2012	Gut	www.ncbi.nlm.nih.gov/pubmed/23180869	Genome-wide association study of survival in patients with pancreatic adenocarcinoma.	Pancreatic cancer	642 European ancestry cases	363 Chinese ancestry cases	18p11.21	18	13366863	c18orf1	LDLRAD4			753			rs12456874-G	rs12456874		12456874	intron_variant	0	0.25	6.00E-07	6.22184875		1.38	[1.22-1.57]	Illumina [2731086] (imputed)
2/13/2013	23180869	Wu C	11/24/2012	Gut	www.ncbi.nlm.nih.gov/pubmed/23180869	Genome-wide association study of survival in patients with pancreatic adenocarcinoma.	Pancreatic cancer	642 European ancestry cases	363 Chinese ancestry cases	3p26.2	3	3314490	intergenic	LOC105376928			105376928			rs9874556-A	rs9874556		9874556	intron_variant	0	0.46	4.00E-06	5.397940009		1.31	[1.17-1.46]	Illumina [2731086] (imputed)
2/13/2013	23180869	Wu C	11/24/2012	Gut	www.ncbi.nlm.nih.gov/pubmed/23180869	Genome-wide association study of survival in patients with pancreatic adenocarcinoma.	Pancreatic cancer	642 European ancestry cases	363 Chinese ancestry cases	9q33.1	9	115288135	intergenic	1-Dec			50514			rs7853844-A	rs7853844		7853844	intron_variant	0	0.17	2.00E-06	5.698970004		1.43	[1.23-1.65]	Illumina [2731086] (imputed)
2/13/2013	23180869	Wu C	11/24/2012	Gut	www.ncbi.nlm.nih.gov/pubmed/23180869	Genome-wide association study of survival in patients with pancreatic adenocarcinoma.	Pancreatic cancer	642 European ancestry cases	363 Chinese ancestry cases	10q23.1	10	85980996	GRID1	GRID1			2894			rs10788473-T	rs10788473		10788473	intron_variant	0	0.38	3.00E-06	5.522878745		1.27	[1.15-1.41]	Illumina [2731086] (imputed)
2/13/2013	23180869	Wu C	11/24/2012	Gut	www.ncbi.nlm.nih.gov/pubmed/23180869	Genome-wide association study of survival in patients with pancreatic adenocarcinoma.	Pancreatic cancer	642 European ancestry cases	363 Chinese ancestry cases	11p15.1	11	18363391	GTF2H1	GTF2H1			2965			rs9783347-A	rs9783347		9783347	intron_variant	0	0.3	9.00E-06	5.045757491		1.36	[1.19-1.56]	Illumina [2731086] (imputed)
2/13/2013	23180869	Wu C	11/24/2012	Gut	www.ncbi.nlm.nih.gov/pubmed/23180869	Genome-wide association study of survival in patients with pancreatic adenocarcinoma.	Pancreatic cancer	642 European ancestry cases	363 Chinese ancestry cases	13q21.31	13	63567780	intergenic	LINC00376 - LOC105370237	104355293	105370237		239686	17683	rs1000589-T	rs1000589		1000589	intergenic_variant	0	0.53	3.00E-06	5.522878745		1.27	[1.15-1.39]	Illumina [2731086] (imputed)
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	12q24.13	12	112379979	RPL6	HECTD4			283450			rs11066280-A	rs11066280		11066280	intron_variant	0	0.21	2.00E-15	14.69897		1.3	[1.22-1.38]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	12q24.13	12	112207597	C12orf51	HECTD4			283450			rs2074356-T	rs2074356		2074356	intron_variant	0	0.13	2.00E-31	30.69897		1.56	[1.45-1.68]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	5q32	5	149524529	CSNK1A1	CSNK1A1			1452			rs10058728-T	rs10058728		10058728	intron_variant	0	0.98	5.00E-09	8.301029996		2.04	[1.61-2.56]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	3q26.31	3	175929377	TBL1XR1	LOC105374227 - ACTG1P23	105374227	442097		102418	48109	rs6772209-G	rs6772209		6772209	intergenic_variant	0	0.97	3.00E-07	6.522878745		1.49	[1.28-1.75]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	3q21.1	3	123012063	SEMA5B	SEMA5B			54437			rs9868873-G	rs9868873		9868873	intron_variant	0	0.82	1.00E-07	7		1.19	[1.11-1.27]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	15q23	15	68766745	ANP32A	CORO2B - ANP32A	10391	8125		38939	11790	rs8030672-A	rs8030672		8030672	intergenic_variant	0	0.03	1.00E-11	11		1.56	[1.37-1.78]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	10q23.33	10	94306584	PLCE1	PLCE1			51196			rs2274223-G	rs2274223		2274223	missense_variant	0	0.21	4.00E-20	19.39794001		1.34	[1.26-1.42]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	5q11.2	5	59111944	PDE4D	PDE4D			5144			rs10052657-C	rs10052657		10052657	intron_variant	0	0.78	2.00E-19	18.69897		1.49	[1.37-1.61]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	12q24.12	12	111730205	ACAD10	ACAD10			80724			rs11066015-A	rs11066015		11066015	intron_variant	0	0.19	7.00E-21	20.15490196		1.38	[1.29-1.48]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	21q22.12	21	34985564	RUNX1	RUNX1			861			rs2014300-G	rs2014300		2014300	intron_variant	0	0.83	8.00E-22	21.09691001		1.43	[1.33-1.54]	Affymetrix [666141]
6/16/2011	21642993	Wu C	6/5/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/21642993	Genome-wide association study identifies three new susceptibility loci for esophageal squamous-cell carcinoma in Chinese populations.	Esophageal cancer	"2,031 Han Chinese ancestry cases, 2,044 Han Chinese ancestry controls"	"3,986 Han Chinese ancestry cases, 4,157 Han Chinese ancestry controls"	6p21.1	6	40834522	UNC5CL	LOC105375053 - LOC105375054	105375053	105375054		9196	24024	rs10484761-G	rs10484761		10484761	intergenic_variant	0	0.09	7.00E-12	11.15490196		1.33	[1.23-1.45]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	21q21.3	21	29345416	BACH1	BACH1			571			rs372883-T	rs372883		372883	3_prime_UTR_variant	0	NR	2.00E-13	12.69897		1.27	[1.19-1.33]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	5p13.1	5	39394887	DAB2	DAB2			1601			rs2255280-T	rs2255280		2255280	intron_variant	0	NR	4.00E-10	9.397940009		1.23	[1.15-1.32]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	10q26.11	10	118519432	PRLHR	LOC105378507 - PRLHR	105378507	2834		11671	72493	rs12413624-T	rs12413624		12413624	intergenic_variant	0	0.37	5.00E-11	10.30103		1.23	[1.16-1.31]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	21q22.3	21	42358786	TFF1	LOC105372815			105372815			rs1547374-A	rs1547374		1547374	downstream_gene_variant	0	NR	4.00E-13	12.39794001		1.27	[1.19-1.35]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	13q22.1	13	73334709	NR	RNU6-66P - LINC00393	100873770	100874156		221691	122190	rs9573163-G	rs9573163		9573163	regulatory_region_variant	0	0.43	5.00E-13	12.30103		1.26	[1.18-1.34]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	22q13.32	22	48533757	FAM19A5	FAM19A5			25817			rs5768709-G	rs5768709		5768709	intron_variant	0	0.23	1.00E-10	10		1.25	[1.17-1.34]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	1q43	1	238745053	MIPEPP2	KRT18P32 - LOC105373222	391179	105373222		252352	91393	rs2689154-G	rs2689154		2689154	intergenic_variant	0	0.17	6.00E-06	5.22184875		1.2	[1.11-1.29]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	6q12	6	68432116	BAI3	LOC101928280 - LOC105369208	101928280	105369208		102217	195749	rs9363918-A	rs9363918		9363918	intergenic_variant	0	NR	1.00E-06	6		1.27	[1.15-1.39]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	9p24.2	9	4426631	SLC1A1	LOC105375965			105375965			rs10974531-A	rs10974531		10974531	regulatory_region_variant	0	NR	5.00E-06	5.301029996		1.24	[1.13-1.35]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	6q25.3	6	155876368	ARID1B	"LOC105378072, LOC101928923"			"105378072, 101928923"			rs4269383-C	rs4269383		4269383	intergenic_variant	0	NR	7.00E-07	6.15490196		1.2	[1.12-1.30]	Affymetrix [666141]
5/6/2015	22158540	Wu C	12/11/2011	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/22158540	Genome-wide association study identifies five loci associated with susceptibility to pancreatic cancer in Chinese populations.	Pancreatic cancer	"981 Han Chinese ancestry cases, 1,991 Han Chinese ancestry controls"	"2,603 Han Chinese ancestry cases, 2,877 Han Chinese ancestry controls"	3q29	3	196024759	TFRC	LOC105374300			105374300			rs4927850-A	rs4927850		4927850	downstream_gene_variant	0	NR	2.00E-07	6.698970004		1.24	[1.14-1.35]	Affymetrix [666141]
8/21/2009	19648920	Wu X	8/2/2009	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19648920	Genetic variation in the prostate stem cell antigen gene PSCA confers susceptibility to urinary bladder cancer.	Bladder cancer	"969 European ancestry cases, 957 European ancestry controls"	"5,698 European ancestry cases, 38,633 European ancestry controls"	8q24.3	8	142680513	PSCA	PSCA			8000			rs2294008-T	rs2294008		2294008	5_prime_UTR_variant	0	0.46	2.00E-10	9.698970004		1.15	[1.10-1.20]	Illumina [556429]
12/11/2012	23023329	Xu J	9/30/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23023329	Genome-wide association study in Chinese men identifies two new prostate cancer risk loci at 9q31.2 and 19q13.4.	Prostate cancer	"1,417 Han Chinese ancestry cases, 1,008 Han Chinese ancestry controls"	"3,067 Han Chinese ancestry cases, 7,926 Han Chinese ancestry controls"	9q31.2	9	107394019	"KLF4, RAD23B"	RAD23B - LINC01509	5887	101928720		61825	26265	rs817826-C	rs817826		817826	intergenic_variant	0	0.084	5.00E-14	13.30103		1.41	[1.29-1.54]	Illumina [587294]
12/11/2012	23023329	Xu J	9/30/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23023329	Genome-wide association study in Chinese men identifies two new prostate cancer risk loci at 9q31.2 and 19q13.4.	Prostate cancer	"1,417 Han Chinese ancestry cases, 1,008 Han Chinese ancestry controls"	"3,067 Han Chinese ancestry cases, 7,926 Han Chinese ancestry controls"	19q13.42	19	54293995	LILRA3	MIR4752 - LILRA5	100616171	353514		11815	13075	rs103294-C	rs103294		103294	3_prime_UTR_variant	0	0.238	5.00E-16	15.30103		1.28	[1.21-1.36]	Illumina [587294]
12/11/2012	23023329	Xu J	9/30/2012	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/23023329	Genome-wide association study in Chinese men identifies two new prostate cancer risk loci at 9q31.2 and 19q13.4.	Prostate cancer	"1,417 Han Chinese ancestry cases, 1,008 Han Chinese ancestry controls"	"3,067 Han Chinese ancestry cases, 7,926 Han Chinese ancestry controls"	8q24.21	8	127091692	intergenic	PRNCR1			101867536			rs1456315-?	rs1456315		1456315	non_coding_transcript_exon_variant	0	NR	1.00E-12	12				Illumina [587294]
6/16/2008	17401363	Yeager M	4/1/2007	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17401363	Genome-wide association study of prostate cancer identifies a second risk locus at 8q24.	Prostate cancer	"1,172 European ancestry cases, 1,157 European ancestry controls"	"3,124 European ancestry cases, 3,142 European ancestry controls"	8q24.21	8	127401060	intergenic	"CASC8, CCAT2"			"727677, 101805488"			rs6983267-G	rs6983267		6983267	non_coding_transcript_exon_variant	0	0.5	9.00E-13	12.04575749		1.26	[1.13-1.41]	Illumina [538548]
6/16/2008	17401363	Yeager M	4/1/2007	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17401363	Genome-wide association study of prostate cancer identifies a second risk locus at 8q24.	Prostate cancer	"1,172 European ancestry cases, 1,157 European ancestry controls"	"3,124 European ancestry cases, 3,142 European ancestry controls"	8q24.21	8	127472793	intergenic	CASC8			727677			rs1447295-A	rs1447295		1447295	intron_variant	0	0.11	2.00E-14	13.69897		1.43	[1.29-1.59]	Illumina [538548]
10/15/2010	20876614	Yoon KA	9/28/2010	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/20876614	A genome-wide association study reveals susceptibility variants for non-small cell lung cancer in the Korean population.	Non-small cell lung cancer	"621 Korean ancestry cases, 1,541 Korean ancestry controls"	"804 Korean ancestry cases, 1,470 Korean ancestry controls"	17p13.2	17	6004123	NR	LOC339166 - WSCD1	339166	23302		73427	64983	rs9303196-T	rs9303196		9303196	intron_variant	0	0.07	8.00E-06	5.096910013		1.43	[1.14-1.82]	Affymetrix [246758]
